conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,global_rank,rating
arc,American Rivers Conference (ARC),2025-26,softball,Buena Vista,Geneva Galler,,,,14,12,21.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,8.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,5.0,26.0,0.0,0.0,0.143,0.238,34.0,0.0,1.0,4.0,0.0,39.0,1.0,0.0,0.0,35.0,0.971,40.0,0.975,2.0,0.0,3.0,8.0,"0,7",0.0,0.0,7.0,"0,11",0.0,0.0,11.0,"0,8",0.0,0.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"3,6","1,1","6,15",0,0.0,0.0,0.0,"0,1",0.0,0.0,1.0,5.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5300200626438512,5802,44
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,Dunbar Emily,,,,13,7,24.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,4.0,26.0,0.0,0.0,0.125,0.167,10.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,13.0,0.923,6.0,1.0,0.0,0.0,2.0,11.0,"2,9",0.22,2.0,9.0,"1,16",0.06,1.0,16.0,"1,11",0.09,1.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,2","1,4","2,16",11,0.0,0.0,0.0,36,0.0,0.0,0.0,1.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5300200626438512,5803,44
umac,Upper Midwest Athletic Conference (UMAC),2025-26,softball,Martin Luther,Sarah Yonkovich,,,,17,17,34.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088,5.0,35.0,0.0,0.0,0.088,0.147,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.97,0.0,0.0,3.0,2.0,12.0,11.0,"1,19",0.05,1.0,19.0,"1,10",0.1,1.0,10.0,"0,4",0.0,0.0,4.0,"0,2",0.0,0.0,2.0,0,0.0,0.0,0.0,"2,7",0,"2,11",1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5306386705796875,5804,44
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,St. Catherine,Ann Swigart,,,,17,9,28.0,2.0,4.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226,6.0,31.0,0.0,0.0,0.143,0.214,51.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,1.0,0.0,0.0,0.0,2.0,7.0,9.0,"0,7",0.0,0.0,7.0,"3,17",0.18,3.0,17.0,"2,12",0.17,2.0,12.0,"0,4",0.0,0.0,4.0,0,0.0,0.0,0.0,"2,9","1,4","6,17",7,0.0,0.0,0.0,11,0.0,0.0,0.0,3.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.531309152955723,5805,43
mac,Middle Atlantic Conferences (MAC),2025-26,softball,Alvernia,K. Bunnell,,,,14,12,28.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226,4.0,31.0,1.0,1.0,0.143,0.143,25.0,33.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,65.0,0.892,0.0,0.0,0.0,0.0,6.0,8.0,"3,12",0.25,3.0,12.0,"2,16",0.13,2.0,16.0,"1,12",0.08,1.0,12.0,"0,1",0.0,0.0,1.0,0,0.0,0.0,0.0,"1,5","0,2","4,17","0,1",0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.532515724882115,5806,43
landmark_conference,Landmark Conference,2025-26,softball,Scranton,Meghan Mcdonnell,,,,12,11,24.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,5.0,24.0,0.0,0.0,0.208,0.208,59.0,1.0,0.0,4.0,0.0,23.0,0.0,0.0,0.0,60.0,1.0,23.0,1.0,0.0,0.0,4.0,7.0,"2,10",0.2,2.0,10.0,"1,7",0.14,1.0,7.0,"1,7",0.14,1.0,7.0,"1,6",0.17,1.0,6.0,0,0.0,0.0,0.0,"1,4","0,1","1,7",5,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5325982432675949,5807,43
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,softball,Pomona-Pitzer,A. Reimers,,,,18,2,5.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.375,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,"0,4",0.0,0.0,4.0,"0,2",0.0,0.0,2.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,"1,2","0,2","3,6",1,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,2.0,0.0,20.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,17.0,20.0,11.0,12.0,8.0,1.0,0.0,1.0,4.53,75.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267,10.0,31.0,0.0,"1,1","3,10","0,2",0.0,"0,2",-1.5333827254176562,5808,43
nwc,Northwest Conference (NWC),2025-26,softball,George Fox ,Madelyn Loughary,,,,18,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"0,1",0.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5333827254176562,5809,43
njac,New Jersey Athletic Conference (NJAC),2025-26,softball,William Paterson,Stephanie Ciravolo,,,,13,5,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.0,10.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,15.0,1.0,0.0,0.0,10.0,0.9,16.0,0.938,1.0,0.0,2.0,4.0,"0,3",0.0,0.0,3.0,"0,4",0.0,0.0,4.0,"0,4",0.0,0.0,4.0,"0,1",0.0,0.0,1.0,0.0,0.0,0.0,0.0,"1,1","0,1","1,5","0,1",0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,5.0,0.0,63.0,1.0,5.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,38.0,39.0,33.0,10.0,14.0,13.0,2.0,0.0,6.08,177.0,196.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,5.0,0.356,49.0,45.0,0.0,"2,2","5,11","1,3",0.0,"3,10",-1.5333827254176562,5810,43
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,softball,Benedictine,"Gallagher,Lauren",,,,13,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,"1,2",0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,20.1,24.0,22.0,1.0,5.0,8.0,2.0,1.0,7.57,103.0,109.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.427,26.0,26.0,0.0,"1,2","2,6","0,2",0.0,"1,4",-1.5333827254176562,5811,43
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Carleton,Sydney Trentman,,,,23,18,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.5,0.5,22.0,17.0,0.0,0.0,0.0,18.0,3.0,1.0,0.0,39.0,1.0,21.0,0.857,0.0,0.0,0.0,0.0,"1,1",1.0,1.0,1.0,"1,1",1.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,"0,1",0,"1,1",0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,1.0,17.0,3.0,10.0,0.0,4.0,2.0,0.0,0.0,88.1,72.0,56.0,37.0,59.0,23.0,7.0,4.0,4.44,370.0,423.0,13.0,4.0,0.0,6.0,6.0,0.0,0.0,16.0,0.292,129.0,73.0,0.0,"2,7","5,13","2,4",0.0,"5,10",-1.534671815729528,5812,43
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,softball,Lyon,S. Lasher,,,,20,15,13.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,1.0,14.0,1.0,0.0,0.077,0.077,4.0,21.0,0.0,0.0,0.0,21.0,4.0,1.0,0.0,25.0,1.0,25.0,0.84,0.0,0.0,6.0,5.0,"0,6",0.0,0.0,6.0,"0,7",0.0,0.0,7.0,"0,4",0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,4","0,1","1,7",0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,7.0,0.0,129.0,1.0,15.0,5.0,10.0,,8.0,1.0,0.0,0.0,91.2,81.0,59.0,31.0,41.0,29.0,1.0,6.0,4.51,383.0,440.0,6.0,12.0,0.0,5.0,9.0,0.0,0.0,22.0,0.337,102.0,114.0,0.0,"3,7","8,19","0,1",0.0,"2,8",-1.534671815729528,5813,43
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,St. Catherine,Hannah Bernier,,,,17,8,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,4.0,0.0,0.0,0.25,0.25,2.0,10.0,1.0,0.0,0.0,19.0,1.0,0.0,0.0,13.0,0.923,20.0,0.95,0.0,1.0,1.0,1.0,"0,1",0.0,0.0,1.0,"0,2",0.0,0.0,2.0,"0,2",0.0,0.0,2.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,"1,1","0,1","1,2",0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,73.0,1.0,8.0,3.0,5.0,0.0,3.0,2.0,0.0,0.0,49.2,50.0,39.0,18.0,26.0,15.0,2.0,5.0,5.5,217.0,247.0,2.0,4.0,0.0,4.0,4.0,0.0,0.0,5.0,0.336,64.0,53.0,0.0,"2,2","2,12","1,5",0.0,"0,4",-1.534671815729528,5814,43
njac,New Jersey Athletic Conference (NJAC),2025-26,softball,Montclair State,Bella Bucy,,,,11,8,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,8.0,0.0,0.0,0.143,0.143,4.0,4.0,4.0,0.0,0.0,5.0,2.0,0.0,0.0,12.0,0.667,7.0,0.714,1.0,0.0,1.0,3.0,"0,1",0.0,0.0,1.0,"0,4",0.0,0.0,4.0,"0,2",0.0,0.0,2.0,"1,4",0.25,1.0,4.0,0.0,0.0,0.0,0.0,"1,3",0,"1,4",4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,44.0,1.0,8.0,6.0,3.0,0.0,5.0,2.0,0.0,0.0,55.0,21.0,13.0,11.0,47.0,8.0,0.0,1.0,1.65,207.0,232.0,2.0,6.0,0.0,2.0,6.0,0.0,0.0,13.0,0.213,71.0,41.0,0.0,"2,4","0,8","1,5",0.0,"0,5",-1.534671815729528,5815,43
mwc,Midwest Conference (MWC),2025-26,softball,Knox,O'neill Lauren,,,,26,25,54.0,6.0,10.0,4.0,3.0,0.0,0.0,7.0,0.0,1.0,27.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.286,13.0,67.0,0.0,0.0,0.185,0.241,26.0,2.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,0.737,0.0,0.0,3.0,0.0,14.0,5.0,"3,16",0.19,3.0,16.0,"5,28",0.18,5.0,28.0,"3,15",0.2,3.0,15.0,"1,3",0.33,1.0,3.0,0,0.0,0.0,0.0,"5,15","3,6","16,35",9,0.0,0.0,0.0,0,0.0,0.0,0.0,8.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5352435244805362,5816,43
lec,Little East Conference (LEC),2025-26,softball,Southern Maine,Lexus Mcintosh,,,,25,21,11.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,2.0,14.0,0.0,0.0,0.182,0.182,4.0,32.0,2.0,0.0,0.0,25.0,4.0,0.0,0.0,38.0,0.947,29.0,0.862,1.0,1.0,3.0,3.0,"0,3",0.0,0.0,3.0,"2,6",0.33,2.0,6.0,"2,4",0.5,2.0,4.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,"0,3",0,"4,8",0,0.0,0.0,0.0,"0,1",0.0,0.0,1.0,0.0,2.0,0.0,109.0,1.0,16.0,7.0,10.0,1.0,7.0,0.0,0.0,0.0,111.2,62.0,46.0,36.0,69.0,16.0,3.0,5.0,2.88,447.0,498.0,9.0,6.0,0.0,1.0,8.0,0.0,0.0,8.0,0.244,52.0,203.0,0.0,"0,2","1,6","1,1",0.0,"0,3",-1.5353422981055636,5817,43
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Augsburg,Zoe Adkins,,,,19,15,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,2.0,7.0,0.0,0.0,0.286,0.286,4.0,19.0,2.0,0.0,0.0,36.0,3.0,1.0,0.0,25.0,0.92,39.0,0.923,0.0,1.0,2.0,2.0,"2,5",0.4,2.0,5.0,"1,4",0.25,1.0,4.0,"1,4",0.25,1.0,4.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,"0,2","2,4",2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,142.0,1.0,15.0,4.0,10.0,0.0,6.0,3.0,0.0,0.0,68.0,110.0,85.0,36.0,18.0,34.0,8.0,3.0,8.75,348.0,395.0,20.0,4.0,0.0,1.0,6.0,0.0,0.0,6.0,0.408,74.0,98.0,0.0,"4,6","8,23","1,2",0.0,"8,14",-1.5359609060414,5818,43
landmark_conference,Landmark Conference,2025-26,softball,Wilkes,Lauren DeMarco,,,,18,10,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0,5.0,0.0,0.0,0.4,0.4,4.0,8.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,13.0,0.923,16.0,0.875,0.0,0.0,0.0,2.0,"1,1",1.0,1.0,1.0,"1,3",0.33,1.0,3.0,"1,3",0.33,1.0,3.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,"1,1",0,"1,3",0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,1.0,10.0,9.0,4.0,1.0,8.0,4.0,1.0,0.0,86.2,28.0,21.0,16.0,69.0,11.0,0.0,3.0,1.7,335.0,358.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,22.0,0.233,123.0,59.0,1.0,"0,8","5,12","0,2",0.0,"6,13",-1.5359609060414,5819,43
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,softball,Wheaton,Amber Arcand,,,,20,8,14.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3.0,16.0,1.0,1.0,0.143,0.214,4.0,11.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,15.0,1.0,8.0,0.75,0.0,0.0,4.0,3.0,"1,7",0.14,1.0,7.0,"1,6",0.17,1.0,6.0,"1,4",0.25,1.0,4.0,"0,1",0.0,0.0,1.0,0,0.0,0.0,0.0,"1,2","0,1","2,6",0,0.0,0.0,0.0,3,0.0,0.0,0.0,1.0,2.0,0.0,48.0,1.0,6.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,40.2,33.0,23.0,10.0,14.0,9.0,0.0,3.0,3.96,172.0,195.0,3.0,3.0,0.0,2.0,8.0,0.0,0.0,3.0,0.279,56.0,49.0,0.0,"0,1","1,4","0,1",0.0,"0,1",-1.5365488700319554,5820,43
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,softball,Manchester,Bartlett Emma,,,,13,2,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,1.0,12.0,0.0,0.0,0.1,0.1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,"0,4",0.0,0.0,4.0,"0,6",0.0,0.0,6.0,"0,4",0.0,0.0,4.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,"1,3",0,"3,8",1,0.0,0.0,0.0,2,0.0,0.0,0.0,2.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5370053053468655,5821,43
usa_south_athletic_confe,USA South Athletic Conference,2025-26,softball,Brevard,Gabby Hooper,,,,27,25,34.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,6.0,35.0,1.0,1.0,0.176,0.176,44.0,56.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,106.0,0.943,0.0,0.0,0.0,0.0,4.0,10.0,"2,7",0.29,2.0,7.0,"2,18",0.11,2.0,18.0,"1,9",0.11,1.0,9.0,"0,2",0.0,0.0,2.0,0,0.0,0.0,0.0,"2,11","0,5","4,18",0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5374273951231965,5822,43
pac,Presidents Athletic Conference (PAC),2025-26,softball,Chatham,Delaney Sime,,,,21,8,15.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176,2.0,18.0,0.0,0.0,0.133,0.133,10.0,2.0,1.0,0.0,0.0,15.0,1.0,0.0,0.0,13.0,0.923,16.0,0.938,0.0,0.0,3.0,5.0,"0,4",0.0,0.0,4.0,"1,8",0.13,1.0,8.0,"0,6",0.0,0.0,6.0,"0,1",0.0,0.0,1.0,0,0.0,0.0,0.0,"0,4","1,2","5,11",2,0.0,0.0,0.0,2,0.0,0.0,0.0,3.0,4.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,15.0,13.0,16.0,4.0,2.0,0.0,0.0,8.81,41.0,61.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.244,13.0,11.0,0.0,0,"0,1","1,2",0.0,"0,1",-1.537675787722901,5823,43
nac,North Atlantic Conference (NAC),2025-26,softball,VTSU Lyndon,S. Collie,,,,17,3,9.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364,2.0,11.0,0.0,0.0,0.222,0.222,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.556,0.0,0.0,1.0,0.0,0.0,1.0,"2,6",0.33,2.0,6.0,"2,6",0.33,2.0,6.0,"0,3",0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,2","0,0","4,7","0,1",0.0,0.0,1.0,10,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5382943956587372,5824,43
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,softball,California Lutheran,K. Strahm,,,,24,14,17.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.176,3.0,18.0,0.0,0.0,0.176,0.176,11.0,14.0,1.0,0.0,0.0,13.0,2.0,1.0,0.0,26.0,0.962,15.0,0.867,0.0,0.0,5.0,3.0,"0,4",0.0,0.0,4.0,"2,8",0.25,2.0,8.0,"1,4",0.25,1.0,4.0,"0,1",0.0,0.0,1.0,0,0.0,0.0,0.0,"0,4","0,1","3,9",0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,4.0,0.0,76.0,1.0,9.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,57.0,36.0,27.0,9.0,32.0,19.0,1.0,4.0,3.32,248.0,259.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.306,59.0,74.0,2.0,"6,13","9,35","6,22",0.0,"10,22",-1.5389648780347729,5825,43
